ID,Name (English),Full Name (English),URL,Language,Name,Full Name,Familiar-ish Script,Given Name Usually First
207,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Danish,Edward,Edward af Wessex,Yes,Yes
208,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,German,Eduard,Eduard der Ältere,Yes,Yes
209,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Estonian,Edward,Edward Vanem,Yes,Yes
210,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Greek,Εδουάρδος,Εδουάρδος ο Πρεσβύτερος,Yes,Yes
211,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Spanish,Eduardo,Eduardo el Viejo,Yes,Yes
212,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Esperanto,Eduardo,Eduardo la pli aĝa,Yes,Yes
213,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Basque,Eduardo,Eduardo Zaharra,Yes,Yes
214,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Persian,ادوارد,ادوارد پدر,Yes,Yes
215,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,French,Édouard,Édouard l'Ancien,Yes,Yes
216,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Galician,Eduardo,Eduardo o Vello,Yes,Yes
217,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Armenian,Էդուարդ,Էդուարդ Ավագ,No,idk
218,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Croatian,Eduard,Eduard I. Stariji,Yes,Yes
219,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Indonesian,Edward,Edward Tua,Yes,Yes
220,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Italian,Edoardo,Edoardo il Vecchio,Yes,Yes
221,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Hebrew,אדוארד,אדוארד הזקן,No,idk
222,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Georgian,ედუარდ,ედუარდ უფროსი,No,idk
223,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Latin,Edwardus,Edwardus,Yes,Yes
224,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Luxembourgish,Edward,Edward den Eeleren,Yes,Yes
225,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Lithuanian,Edvardas,Edvardas I Vyresnysis,Yes,Yes
226,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Hungarian,I.,I. Eduárd wessexi király,Yes,No
227,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Dutch,Eduard,Eduard de Oudere,Yes,Yes
228,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Japanese,エドワード長兄王,エドワード長兄王,No,idk
229,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Norwegian (Bokmål),Edvard,Edvard den eldre,Yes,Yes
230,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Polish,Edward,Edward Starszy,Yes,Yes
231,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Portuguese,Eduardo,Eduardo,Yes,Yes
232,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Romanian,Eduard,Eduard cel Bătrân,Yes,Yes
233,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Russian,Эдуард,Эдуард Старший,Yes,Yes
234,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Scots,Edward,Edward the Elder,Yes,Yes
235,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Simple English,Edward,Edward the Elder,Yes,Yes
236,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Slovak,Eduard,Eduard I. Starší,Yes,Yes
237,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Serbian,Едвард,Едвард Старији,Yes,Yes
238,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Serbo-Croatian,Edward,Edward Stariji,Yes,Yes
239,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Finnish,Edvard,Edvard Vanhempi,Yes,Yes
240,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Swedish,Edvard,Edvard den äldre,Yes,Yes
241,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Thai,พระเจ้าเอ็ดเวิร์ดผู้อาวุโส,พระเจ้าเอ็ดเวิร์ดผู้อาวุโส,No,idk
242,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Turkish,Edward,Edward,Yes,No
243,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Ukrainian,Едуард,Едуард Старший,Yes,Yes
244,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Urdu,ایڈورڈ,ایڈورڈ ایلڈر,Yes,Yes
245,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Chinese,長者愛德華,長者愛德華,No,idk
246,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Afrikaans,Ethelweard,Ethelweard van Wessex,Yes,Yes
247,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Anglo-Saxon,Ælfweard,Ælfweard West-Seaxes,Yes,Yes
248,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Arabic,إلفورد,إلفورد من وسكس,Yes,Yes
249,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Southern Azerbaijani,الفورد,الفورد وسکس,Yes,No
250,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Bosnian,Etelvird,Etelvird,Yes,Yes
251,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Catalan,Etelweard,Etelweard,Yes,Yes
252,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Danish,Æthelweard,Æthelweard af England,Yes,Yes
253,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,German,Æthelweard,Æthelweard,Yes,Yes
254,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Estonian,Ethelweard,Ethelweard,Yes,Yes
255,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Greek,Έλφγουιρντ,Έλφγουιρντ του Ουέσσεξ,Yes,Yes
256,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Spanish,Ethelweard,Ethelweard,Yes,Yes
257,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Basque,Ælfweard,Ælfweard Wessexkoa,Yes,Yes
258,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Persian,الفورد,الفورد وسکس,Yes,Yes
259,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,French,Ælfweard,Ælfweard,Yes,Yes
260,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Galician,Aelfweard,Aelfweard de Wessex,Yes,Yes
261,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Armenian,Էտելվիրդ,Էտելվիրդ,No,idk
262,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Croatian,Aelfweard,Aelfweard od Wessexa,Yes,Yes
263,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Indonesian,Elfweard,Elfweard dari Wessex,Yes,Yes
264,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Italian,Ethelweard,Ethelweard,Yes,Yes
265,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Hebrew,אלפווארד,אלפווארד,No,idk
266,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Georgian,ეთელვირდი,ეთელვირდი,No,idk
267,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Luxembourgish,Ethelweard,Ethelweard,Yes,Yes
268,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Hungarian,Ælfweard,Ælfweard wessexi király,Yes,No
269,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Dutch,Ethelweard,Ethelweard,Yes,Yes
270,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Japanese,エルフウェルド,エルフウェルド,No,idk
271,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Norwegian (Bokmål),Ælfweard,Ælfweard av England,Yes,Yes
272,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Polish,Elfweard,Elfweard,Yes,Yes
273,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Portuguese,Etelvardo,Etelvardo de Wessex,Yes,Yes
274,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Romanian,Ethelweard,Ethelweard,Yes,Yes
275,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Russian,Этельвирд,Этельвирд,Yes,Yes
276,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Simple English,Ælfweard,Ælfweard of Wessex,Yes,Yes
277,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Slovak,Ethelweard,Ethelweard,Yes,Yes
278,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Serbo-Croatian,Aelfweard,Aelfweard od Wessexa,Yes,Yes
279,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Finnish,Ethelweard,Ethelweard,Yes,Yes
280,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Swedish,Ethelweard,Ethelweard av England,Yes,Yes
281,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Thai,พระเจ้าเอลฟ์เวียร์ดแห่งเวสเซกซ์,พระเจ้าเอลฟ์เวียร์ดแห่งเวสเซกซ์,No,idk
282,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Ukrainian,Етельвірд,Етельвірд,Yes,Yes
283,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Urdu,ایلفرڈ,ایلفرڈ شاہ ویسکس,Yes,Yes
284,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,Chinese,埃尔夫沃德,埃尔夫沃德,No,idk
285,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Afrikaans,Athelstan,Athelstan van Engeland,Yes,Yes
286,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Anglo-Saxon,Æðelstān,Æðelstān Engla Cyning,Yes,Yes
287,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Arabic,أثيلستان,أثيلستان,Yes,Yes
288,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Southern Azerbaijani,اتلستن,اتلستن,Yes,No
289,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Min Nan,Æthelstan,Æthelstan,Yes,Yes
290,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Belarusian,Этэльстан,Этэльстан,Yes,Yes
291,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Belarusian (Taraškievica),Этэльстан,Этэльстан,Yes,Yes
292,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Bulgarian,Етелстан,Етелстан,Yes,Yes
293,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Bosnian,Ethelstan,Ethelstan Slavni,Yes,Yes
294,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Breton,Athelstan,Athelstan,Yes,Yes
295,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Catalan,Etelstan,Etelstan,Yes,Yes
296,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Czech,Ethelstan,Ethelstan,Yes,Yes
297,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Welsh,Athelstan,Athelstan,Yes,Yes
298,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Danish,Adalstein,Adalstein af England,Yes,Yes
299,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,German,Æthelstan,Æthelstan,Yes,Yes
300,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Estonian,Athelstan,Athelstan,Yes,Yes
301,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Greek,Έθελσταν,Έθελσταν της Αγγλίας,Yes,Yes
302,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Spanish,Athelstan,Athelstan,Yes,Yes
303,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Esperanto,Adelstano,Adelstano,Yes,Yes
304,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Basque,Æthelstan,Æthelstan,Yes,Yes
305,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Persian,اتلستن,اتلستن,Yes,Yes
306,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,French,Æthelstan,Æthelstan,Yes,Yes
307,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,West Frisian,Atelstan,Atelstan fan Ingelân,Yes,Yes
308,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Galician,Aethelstan,Aethelstan de Inglaterra,Yes,Yes
309,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Korean,애설스탠,애설스탠,No,idk
310,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Armenian,Էթելսթան,Էթելսթան,No,idk
311,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Hindi,ऍथलस्टैन,ऍथलस्टैन,No,idk
312,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Croatian,Ethelstan,Ethelstan Sjajni,Yes,Yes
313,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Indonesian,Ethelstan,Ethelstan,Yes,Yes
314,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Icelandic,Aðalsteinn,Aðalsteinn Englandskonungur,Yes,Yes
315,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Italian,Atelstano,Atelstano d'Inghilterra,Yes,Yes
316,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Hebrew,אתלסטאן,אתלסטאן,No,idk
317,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Georgian,ათელსტანი,ათელსტანი,No,idk
318,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Cornish,Æðelstán,Æðelstán a Bow Sows,Yes,Yes
319,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Kurdish (Kurmanji),Æthelstan,Æthelstan,Yes,Yes
320,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Latin,Athelstanus,Athelstanus,Yes,Yes
321,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Latvian,Etelstans,Etelstans,Yes,Yes
322,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Luxembourgish,Athelstan,Athelstan,Yes,Yes
323,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Lithuanian,Atelstanas,Atelstanas,Yes,Yes
324,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Hungarian,Æthelstan,Æthelstan wessexi király,Yes,No
325,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Malay,Æthelstan,Æthelstan,Yes,Yes
326,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Dutch,Æthelstan,Æthelstan van Engeland,Yes,Yes
327,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Japanese,アゼルスタン,アゼルスタン,No,idk
328,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Norwegian (Bokmål),Adalstein,Adalstein av England,Yes,Yes
329,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Norwegian (Nynorsk),Adalstein,Adalstein av England,Yes,Yes
330,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Polish,Athelstan,Athelstan,Yes,Yes
331,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Portuguese,Etelstano,Etelstano de Inglaterra,Yes,Yes
332,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Romanian,Athelstan,Athelstan,Yes,Yes
333,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Russian,Этельстан,Этельстан,Yes,Yes
334,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Scots,Athelstan,Athelstan,Yes,Yes
335,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Simple English,Athelstan,Athelstan,Yes,Yes
336,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Slovak,Athelstan,Athelstan,Yes,Yes
337,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Serbian,Етелстан,Етелстан Сјајни,Yes,Yes
338,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Serbo-Croatian,Ethelstan,Ethelstan Sjajni,Yes,Yes
339,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Finnish,Athelstan,Athelstan,Yes,Yes
340,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Swedish,Athelstan,Athelstan av England,Yes,Yes
341,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Thai,พระเจ้าแอเทลสแตนแห่งอังกฤษ,พระเจ้าแอเทลสแตนแห่งอังกฤษ,No,idk
342,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Turkish,Athelstan,Athelstan,Yes,No
343,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Ukrainian,Етельстан,Етельстан,Yes,Yes
344,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Urdu,ایتھلسٹان,ایتھلسٹان,Yes,Yes
345,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Wu,埃塞尔斯坦,埃塞尔斯坦,No,idk
346,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,Chinese,埃塞尔斯坦,埃塞尔斯坦,No,idk
347,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Afrikaans,Edmund,Edmund I van Engeland,Yes,Yes
348,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Anglo-Saxon,Ēadmund,Ēadmund I Engla Cyning,Yes,Yes
349,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Arabic,إدموند,إدموند الأول,Yes,Yes
350,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Southern Azerbaijani,بیرینجی,بیرینجی ادموند,Yes,No
351,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Belarusian,Эдмунд,Эдмунд I,Yes,Yes
352,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Belarusian (Taraškievica),Эдмунд,Эдмунд I,Yes,Yes
353,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Bulgarian,Едмънд,Едмънд I,Yes,Yes
354,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Bosnian,Edmund,Edmund Veličanstveni,Yes,Yes
355,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Catalan,Edmund,Edmund el Magnífic,Yes,Yes
356,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Czech,Edmund,Edmund I.,Yes,Yes
357,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Danish,Edmund,Edmund 1. af England,Yes,Yes
358,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,German,Edmund,Edmund I.,Yes,Yes
359,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Greek,Εδμόνδος,Εδμόνδος Α΄ της Αγγλίας,Yes,Yes
360,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Spanish,Edmundo,Edmundo I de Inglaterra,Yes,Yes
361,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Esperanto,Edmundo,Edmundo la 1-a,Yes,Yes
362,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,Basque,Edmundo,Edmundo I.a Ingalaterrakoa,Yes,Yes
